Simulation time: 50.0 s
Waiting for simulation script to connect on port: tcp://localhost:50001
Please start proper ns-3 simulation script using ./waf --run "..."
Start
Progress: 0% 10% 20% 30% 40% 50% 60% 70% 80% 90% 100%
Done
Final step: 42542
Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   0  -64.0        23    0.750413438168005875    0.019791312333191979         19.97              2552
   0  -63.0        23    0.642220505150868592    0.029552706228277083         10.66              1144
   0  -81.0        23    0.334344475485938042    0.109108945117996181          2.38                83
   0  -80.0        23    0.264696219487996820    0.141421356237309503          1.42                49
   0  -78.0        23    0.461963867330454192    0.076923076923076927          2.62               168
   0  -74.0        23    0.450487780611160515    0.080321932890249886          2.21               154
   0  -69.0        23    0.604790639747207148    0.052558833122763667          3.70               361
   0  -62.0        23    0.624761631866281641    0.036835473434187860          7.02               736
                                                                              49.99              5247    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   1  -64.0        23    0.341185365238860505    0.072932495748947279          4.18               187
   1  -81.0        23    0.104569162620323924    0.147441956154897136          7.51                45
   1  -77.0        23    0.150260848194586738    0.138675049056307287          5.78                51
   1  -72.0        23    0.157991555082471702    0.140028008402800969          5.55                50
   1  -71.0        23    0.231814085234867545    0.103695169473042526          7.55                92
   1  -69.0        23    0.288878876701551324    0.095346258924559224          4.21               109
   1  -66.0        23    0.319811762882106831    0.084215192106651890          4.89               140
   1  -65.0        23    0.323556215194017838    0.076923076923076927          6.02               168
   1  -62.0        23    0.314230757393882509    0.077849894416152296          4.18               164
                                                                              49.86              1006    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   2  -82.0        23    0.003762509987617058    0.229415733870561772          8.32                18
   2  -81.0        23    0.008500717821940016    0.242535625036332969          6.81                16
   2  -80.0        23    0.057223867647497852    0.208514414057074771          6.57                22
   2  -79.0        23    0.048934387326287868    0.218217890235992362          6.87                20
   2  -76.0        23    0.129731584636842451    0.200000000000000011          6.17                24
   2  -75.0        23    0.248541941421442147    0.150755672288881815          3.30                43
   2  -70.0        23    0.254613228123815705    0.162221421130762544          2.10                37
   2  -69.0        23    0.312627316593864613    0.138675049056307287          1.38                51
   2  -62.0        23    0.597038095938503433    0.037267799624996496          8.44               719
                                                                              49.95               950    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   3  -64.0        23    0.679108962055494425    0.043768810953240853          5.05               521
   3  -82.0        23    0.195131754106839639    0.176776695296636893          5.28                31
   3  -80.0        23    0.141009247767358570    0.182574185835055358          6.24                29
   3  -79.0        23    0.248553466748087620    0.174077655955697852          2.62                32
   3  -77.0        23    0.360197240361685322    0.115470053837925163          5.19                74
   3  -73.0        23    0.455004309228586590    0.095346258924559224          3.04               109
   3  -71.0        23    0.508473682418094319    0.082199493652678646          3.54               147
   3  -69.0        23    0.541007927170158776    0.070359754473029182          2.81               201
   3  -68.0        23    0.603358944297913591    0.055048188256318027          3.61               329
   3  -67.0        23    0.598041891713131601    0.052851642258168997          3.85               357
   3  -66.0        23    0.619066916401425860    0.056704797712374272          3.33               310
   3  -62.0        23    0.700402782535199941    0.039073233258228174          5.43               654
                                                                              50.00              2794    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   4  -63.0        23    0.558328518297894094    0.041344911529736149          7.11               584
   4  -81.0        23    0.128632734784326297    0.182574185835055358          6.54                29
   4  -79.0        23    0.220418688114425554    0.147441956154897136          4.45                45
